product_name,category,product_type,brand,color,size,material,price,discount,rating,stock,occasion,date,description
Adidas Linen Shirt,Shirts,Linen Shirt,Adidas,Grey,L,Cotton,1875,38,3.8,31,Sports,2024-11,"Adidas Linen Shirt made of Cotton, suitable for sports wear."
Nike Chinos,Pants,Chinos,Nike,Blue,M,Cotton,8898,38,4.0,183,Party,2024-03,"Nike Chinos made of Cotton, suitable for party wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Grey,Free,Canvas,6879,11,4.1,183,Party,2024-05,"Tommy Hilfiger Analog Watch made of Canvas, suitable for party wear."
Levis Digital Watch,Watches,Digital Watch,Levis,Brown,Free,Leather,7641,8,3.1,121,Party,2024-01,"Levis Digital Watch made of Leather, suitable for party wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Grey,Free,Canvas,2337,31,4.7,37,Formal,2024-07,"Fossil Digital Watch made of Canvas, suitable for formal wear."
H&M Sling Bag,Bags,Sling Bag,H&M,Blue,Free,Cotton,8709,7,4.7,122,Sports,2024-01,"H&M Sling Bag made of Cotton, suitable for sports wear."
Fossil Laptop Bag,Bags,Laptop Bag,Fossil,Grey,Free,Canvas,6311,11,4.6,83,Sports,2024-03,"Fossil Laptop Bag made of Canvas, suitable for sports wear."
Tommy Hilfiger Sling Bag,Bags,Sling Bag,Tommy Hilfiger,Blue,Free,Canvas,5164,18,3.1,78,Formal,2024-03,"Tommy Hilfiger Sling Bag made of Canvas, suitable for formal wear."
Adidas Sandals,Footwear,Sandals,Adidas,Red,Free,Cotton,1677,24,4.4,44,Travel,2024-06,"Adidas Sandals made of Cotton, suitable for travel wear."
Fossil Sneakers,Footwear,Sneakers,Fossil,Red,Free,Cotton,9499,39,4.5,178,Formal,2024-05,"Fossil Sneakers made of Cotton, suitable for formal wear."
Nike Joggers,Pants,Joggers,Nike,White,L,Polyester,9540,18,4.7,78,Casual,2024-02,"Nike Joggers made of Polyester, suitable for casual wear."
Nike Smart Watch,Watches,Smart Watch,Nike,Red,Free,Denim,7824,11,3.7,92,Sports,2024-04,"Nike Smart Watch made of Denim, suitable for sports wear."
Tommy Hilfiger Sandals,Footwear,Sandals,Tommy Hilfiger,Red,Free,Canvas,5612,36,4.6,138,Casual,2024-04,"Tommy Hilfiger Sandals made of Canvas, suitable for casual wear."
Fossil Sling Bag,Bags,Sling Bag,Fossil,Green,Free,Denim,3934,40,4.4,95,Sports,2024-03,"Fossil Sling Bag made of Denim, suitable for sports wear."
Levis Formal Shoes,Footwear,Formal Shoes,Levis,Blue,Free,Canvas,8013,26,4.2,125,Casual,2024-05,"Levis Formal Shoes made of Canvas, suitable for casual wear."
Levis Running Shoes,Footwear,Running Shoes,Levis,White,Free,Leather,7515,24,4.5,20,Casual,2024-05,"Levis Running Shoes made of Leather, suitable for casual wear."
H&M Formal Shirt,Shirts,Formal Shirt,H&M,Brown,S,Denim,8053,47,4.9,62,Casual,2024-03,"H&M Formal Shirt made of Denim, suitable for casual wear."
Levis Trousers,Pants,Trousers,Levis,Brown,XL,Canvas,8105,11,3.5,80,Formal,2024-08,"Levis Trousers made of Canvas, suitable for formal wear."
H&M Sneakers,Footwear,Sneakers,H&M,White,Free,Cotton,6666,26,3.5,184,Party,2024-03,"H&M Sneakers made of Cotton, suitable for party wear."
Tommy Hilfiger Smart Watch,Watches,Smart Watch,Tommy Hilfiger,White,Free,Canvas,6183,29,4.4,52,Casual,2024-06,"Tommy Hilfiger Smart Watch made of Canvas, suitable for casual wear."
Nike Casual Shirt,Shirts,Casual Shirt,Nike,Grey,XL,Denim,5902,17,4.7,110,Party,2024-05,"Nike Casual Shirt made of Denim, suitable for party wear."
Levis Sandals,Footwear,Sandals,Levis,Grey,Free,Cotton,7475,8,4.6,192,Casual,2024-06,"Levis Sandals made of Cotton, suitable for casual wear."
Adidas Casual Shirt,Shirts,Casual Shirt,Adidas,White,M,Leather,4076,16,5.0,180,Travel,2024-11,"Adidas Casual Shirt made of Leather, suitable for travel wear."
Tommy Hilfiger Laptop Bag,Bags,Laptop Bag,Tommy Hilfiger,Blue,Free,Denim,7098,27,3.1,189,Party,2024-06,"Tommy Hilfiger Laptop Bag made of Denim, suitable for party wear."
Fossil Casual Shirt,Shirts,Casual Shirt,Fossil,Green,M,Canvas,4356,33,4.3,63,Casual,2024-06,"Fossil Casual Shirt made of Canvas, suitable for casual wear."
Puma Sling Bag,Bags,Sling Bag,Puma,Brown,Free,Denim,6028,47,3.2,67,Formal,2024-03,"Puma Sling Bag made of Denim, suitable for formal wear."
Tommy Hilfiger Trousers,Pants,Trousers,Tommy Hilfiger,Blue,L,Cotton,868,38,3.1,127,Travel,2024-10,"Tommy Hilfiger Trousers made of Cotton, suitable for travel wear."
Fossil Duffel Bag,Bags,Duffel Bag,Fossil,Red,Free,Polyester,7857,16,4.9,27,Sports,2024-10,"Fossil Duffel Bag made of Polyester, suitable for sports wear."
Adidas Backpack,Bags,Backpack,Adidas,Blue,Free,Canvas,7573,23,3.6,91,Casual,2024-08,"Adidas Backpack made of Canvas, suitable for casual wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Grey,Free,Canvas,3582,47,4.0,185,Travel,2024-02,"Nike Analog Watch made of Canvas, suitable for travel wear."
Adidas Chinos,Pants,Chinos,Adidas,White,M,Polyester,9166,23,3.3,183,Sports,2024-09,"Adidas Chinos made of Polyester, suitable for sports wear."
Adidas Sling Bag,Bags,Sling Bag,Adidas,Grey,Free,Denim,5440,10,3.6,127,Party,2024-09,"Adidas Sling Bag made of Denim, suitable for party wear."
Levis Duffel Bag,Bags,Duffel Bag,Levis,Red,Free,Canvas,1489,40,3.4,171,Formal,2024-02,"Levis Duffel Bag made of Canvas, suitable for formal wear."
Fossil Smart Watch,Watches,Smart Watch,Fossil,Brown,Free,Denim,8990,18,4.8,95,Casual,2024-02,"Fossil Smart Watch made of Denim, suitable for casual wear."
Levis Running Shoes,Footwear,Running Shoes,Levis,Blue,Free,Polyester,1696,8,3.9,79,Formal,2024-02,"Levis Running Shoes made of Polyester, suitable for formal wear."
Adidas Jeans,Pants,Jeans,Adidas,Brown,M,Leather,8400,38,3.2,128,Travel,2024-03,"Adidas Jeans made of Leather, suitable for travel wear."
Nike Formal Shirt,Shirts,Formal Shirt,Nike,White,S,Polyester,7856,24,5.0,197,Casual,2024-04,"Nike Formal Shirt made of Polyester, suitable for casual wear."
Fossil Running Shoes,Footwear,Running Shoes,Fossil,Black,Free,Cotton,3981,8,4.9,132,Casual,2024-01,"Fossil Running Shoes made of Cotton, suitable for casual wear."
H&M Linen Shirt,Shirts,Linen Shirt,H&M,Green,S,Cotton,1704,9,3.5,163,Party,2024-12,"H&M Linen Shirt made of Cotton, suitable for party wear."
Zara Linen Shirt,Shirts,Linen Shirt,Zara,Red,S,Denim,796,29,4.7,16,Travel,2024-06,"Zara Linen Shirt made of Denim, suitable for travel wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Grey,Free,Polyester,9596,35,3.6,20,Travel,2024-04,"Fossil Digital Watch made of Polyester, suitable for travel wear."
Fossil Laptop Bag,Bags,Laptop Bag,Fossil,Black,Free,Polyester,3625,25,4.4,127,Formal,2024-01,"Fossil Laptop Bag made of Polyester, suitable for formal wear."
Tommy Hilfiger Backpack,Bags,Backpack,Tommy Hilfiger,Grey,Free,Polyester,6966,21,4.5,176,Sports,2024-12,"Tommy Hilfiger Backpack made of Polyester, suitable for sports wear."
Nike Chinos,Pants,Chinos,Nike,Green,S,Canvas,6935,21,4.0,55,Party,2024-04,"Nike Chinos made of Canvas, suitable for party wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,Red,XL,Leather,2670,21,3.1,12,Casual,2024-07,"Tommy Hilfiger Chinos made of Leather, suitable for casual wear."
Zara Digital Watch,Watches,Digital Watch,Zara,White,Free,Denim,9546,26,5.0,70,Travel,2024-06,"Zara Digital Watch made of Denim, suitable for travel wear."
Adidas Duffel Bag,Bags,Duffel Bag,Adidas,Brown,Free,Leather,4581,6,4.3,186,Travel,2024-09,"Adidas Duffel Bag made of Leather, suitable for travel wear."
Adidas Running Shoes,Footwear,Running Shoes,Adidas,Red,Free,Polyester,1448,21,3.8,163,Sports,2024-02,"Adidas Running Shoes made of Polyester, suitable for sports wear."
H&M Trousers,Pants,Trousers,H&M,Red,XL,Canvas,6497,6,4.0,125,Formal,2024-12,"H&M Trousers made of Canvas, suitable for formal wear."
Tommy Hilfiger Sling Bag,Bags,Sling Bag,Tommy Hilfiger,Grey,Free,Cotton,5920,27,4.9,91,Formal,2024-11,"Tommy Hilfiger Sling Bag made of Cotton, suitable for formal wear."
Levis Smart Watch,Watches,Smart Watch,Levis,Brown,Free,Denim,6724,29,3.1,71,Travel,2024-10,"Levis Smart Watch made of Denim, suitable for travel wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Green,Free,Polyester,8994,47,4.2,90,Casual,2024-10,"H&M Smart Watch made of Polyester, suitable for casual wear."
H&M Analog Watch,Watches,Analog Watch,H&M,Red,Free,Cotton,7934,20,3.4,5,Formal,2024-02,"H&M Analog Watch made of Cotton, suitable for formal wear."
Adidas Digital Watch,Watches,Digital Watch,Adidas,Black,Free,Polyester,4263,38,3.3,156,Formal,2024-05,"Adidas Digital Watch made of Polyester, suitable for formal wear."
Adidas Chinos,Pants,Chinos,Adidas,Grey,M,Canvas,5912,30,3.8,101,Party,2024-09,"Adidas Chinos made of Canvas, suitable for party wear."
Zara Joggers,Pants,Joggers,Zara,Blue,L,Cotton,6811,50,4.6,160,Casual,2024-06,"Zara Joggers made of Cotton, suitable for casual wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,Red,L,Denim,8411,8,3.8,45,Sports,2024-01,"Tommy Hilfiger Chinos made of Denim, suitable for sports wear."
Fossil Trousers,Pants,Trousers,Fossil,Red,L,Polyester,1638,30,3.2,139,Formal,2024-07,"Fossil Trousers made of Polyester, suitable for formal wear."
Fossil Denim Shirt,Shirts,Denim Shirt,Fossil,Red,L,Canvas,855,31,3.8,74,Travel,2024-01,"Fossil Denim Shirt made of Canvas, suitable for travel wear."
Tommy Hilfiger Casual Shirt,Shirts,Casual Shirt,Tommy Hilfiger,Grey,XL,Denim,1144,21,4.2,128,Party,2024-01,"Tommy Hilfiger Casual Shirt made of Denim, suitable for party wear."
H&M Sling Bag,Bags,Sling Bag,H&M,Green,Free,Leather,9414,8,4.2,198,Travel,2024-07,"H&M Sling Bag made of Leather, suitable for travel wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Brown,Free,Leather,4369,7,3.5,200,Party,2024-10,"Tommy Hilfiger Analog Watch made of Leather, suitable for party wear."
Puma Smart Watch,Watches,Smart Watch,Puma,Black,Free,Denim,1067,50,4.7,8,Party,2024-07,"Puma Smart Watch made of Denim, suitable for party wear."
Zara Formal Shirt,Shirts,Formal Shirt,Zara,Red,XL,Polyester,3721,30,3.9,35,Travel,2024-05,"Zara Formal Shirt made of Polyester, suitable for travel wear."
Zara Casual Shirt,Shirts,Casual Shirt,Zara,Black,M,Denim,3886,39,3.4,125,Formal,2024-11,"Zara Casual Shirt made of Denim, suitable for formal wear."
Levis Backpack,Bags,Backpack,Levis,Brown,Free,Denim,1455,48,3.4,120,Formal,2024-05,"Levis Backpack made of Denim, suitable for formal wear."
Nike Smart Watch,Watches,Smart Watch,Nike,Red,Free,Leather,2894,6,3.4,128,Sports,2024-02,"Nike Smart Watch made of Leather, suitable for sports wear."
Fossil Joggers,Pants,Joggers,Fossil,Blue,XL,Leather,6360,20,3.1,129,Formal,2024-08,"Fossil Joggers made of Leather, suitable for formal wear."
Levis Chinos,Pants,Chinos,Levis,Red,M,Denim,6681,9,4.9,182,Party,2024-03,"Levis Chinos made of Denim, suitable for party wear."
Zara Laptop Bag,Bags,Laptop Bag,Zara,White,Free,Denim,1214,39,4.2,30,Casual,2024-12,"Zara Laptop Bag made of Denim, suitable for casual wear."
Levis Backpack,Bags,Backpack,Levis,Red,Free,Leather,1461,46,4.2,14,Sports,2024-09,"Levis Backpack made of Leather, suitable for sports wear."
Tommy Hilfiger Sling Bag,Bags,Sling Bag,Tommy Hilfiger,Blue,Free,Denim,9767,50,5.0,174,Party,2024-06,"Tommy Hilfiger Sling Bag made of Denim, suitable for party wear."
Adidas Laptop Bag,Bags,Laptop Bag,Adidas,Black,Free,Leather,9918,49,4.1,19,Formal,2024-02,"Adidas Laptop Bag made of Leather, suitable for formal wear."
Tommy Hilfiger Smart Watch,Watches,Smart Watch,Tommy Hilfiger,Green,Free,Denim,9627,5,4.9,112,Casual,2024-09,"Tommy Hilfiger Smart Watch made of Denim, suitable for casual wear."
Puma Laptop Bag,Bags,Laptop Bag,Puma,Grey,Free,Leather,7472,38,3.9,133,Casual,2024-01,"Puma Laptop Bag made of Leather, suitable for casual wear."
Nike Linen Shirt,Shirts,Linen Shirt,Nike,Blue,L,Polyester,5890,26,3.9,26,Formal,2024-11,"Nike Linen Shirt made of Polyester, suitable for formal wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Brown,Free,Denim,4428,42,3.7,169,Formal,2024-06,"H&M Smart Watch made of Denim, suitable for formal wear."
Tommy Hilfiger Duffel Bag,Bags,Duffel Bag,Tommy Hilfiger,Grey,Free,Leather,7655,48,4.8,102,Party,2024-08,"Tommy Hilfiger Duffel Bag made of Leather, suitable for party wear."
H&M Denim Shirt,Shirts,Denim Shirt,H&M,Grey,M,Leather,2227,25,3.2,67,Casual,2024-06,"H&M Denim Shirt made of Leather, suitable for casual wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Black,Free,Leather,8778,5,4.3,81,Formal,2024-03,"Adidas Smart Watch made of Leather, suitable for formal wear."
Levis Digital Watch,Watches,Digital Watch,Levis,Brown,Free,Denim,8186,22,4.1,119,Travel,2024-10,"Levis Digital Watch made of Denim, suitable for travel wear."
Nike Trousers,Pants,Trousers,Nike,Green,L,Leather,6170,47,4.1,72,Formal,2024-10,"Nike Trousers made of Leather, suitable for formal wear."
Zara Laptop Bag,Bags,Laptop Bag,Zara,Grey,Free,Cotton,7135,12,3.0,43,Sports,2024-09,"Zara Laptop Bag made of Cotton, suitable for sports wear."
Zara Formal Shirt,Shirts,Formal Shirt,Zara,White,S,Cotton,6120,16,3.9,43,Sports,2024-02,"Zara Formal Shirt made of Cotton, suitable for sports wear."
Puma Duffel Bag,Bags,Duffel Bag,Puma,Black,Free,Denim,7831,8,3.9,183,Travel,2024-11,"Puma Duffel Bag made of Denim, suitable for travel wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,White,XL,Cotton,8228,37,5.0,136,Casual,2024-06,"Tommy Hilfiger Chinos made of Cotton, suitable for casual wear."
Zara Digital Watch,Watches,Digital Watch,Zara,White,Free,Leather,8090,29,3.2,90,Travel,2024-02,"Zara Digital Watch made of Leather, suitable for travel wear."
H&M Analog Watch,Watches,Analog Watch,H&M,Red,Free,Polyester,2679,29,3.8,79,Party,2024-06,"H&M Analog Watch made of Polyester, suitable for party wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,White,Free,Leather,4315,39,4.0,42,Sports,2024-02,"Nike Formal Shoes made of Leather, suitable for sports wear."
Nike Denim Shirt,Shirts,Denim Shirt,Nike,Red,M,Polyester,2330,10,4.9,53,Sports,2024-07,"Nike Denim Shirt made of Polyester, suitable for sports wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,Green,S,Leather,2709,23,3.1,171,Sports,2024-11,"Tommy Hilfiger Joggers made of Leather, suitable for sports wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Green,Free,Leather,5325,25,4.8,95,Party,2024-04,"Nike Analog Watch made of Leather, suitable for party wear."
Levis Trousers,Pants,Trousers,Levis,Red,XL,Cotton,4085,11,3.9,103,Sports,2024-09,"Levis Trousers made of Cotton, suitable for sports wear."
Fossil Laptop Bag,Bags,Laptop Bag,Fossil,Brown,Free,Leather,1867,31,4.2,126,Travel,2024-08,"Fossil Laptop Bag made of Leather, suitable for travel wear."
Levis Sling Bag,Bags,Sling Bag,Levis,Red,Free,Polyester,2455,15,5.0,3,Casual,2024-08,"Levis Sling Bag made of Polyester, suitable for casual wear."
H&M Formal Shirt,Shirts,Formal Shirt,H&M,Grey,S,Polyester,5252,5,3.3,111,Sports,2024-06,"H&M Formal Shirt made of Polyester, suitable for sports wear."
H&M Sandals,Footwear,Sandals,H&M,Grey,Free,Leather,5951,13,4.7,190,Casual,2024-04,"H&M Sandals made of Leather, suitable for casual wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Red,Free,Denim,6007,40,3.7,80,Formal,2024-07,"Adidas Smart Watch made of Denim, suitable for formal wear."
Fossil Backpack,Bags,Backpack,Fossil,Red,Free,Leather,3669,19,3.0,47,Casual,2024-08,"Fossil Backpack made of Leather, suitable for casual wear."
Fossil Sneakers,Footwear,Sneakers,Fossil,Grey,Free,Cotton,1643,8,3.4,192,Party,2024-12,"Fossil Sneakers made of Cotton, suitable for party wear."
Zara Smart Watch,Watches,Smart Watch,Zara,White,Free,Leather,3735,13,4.1,80,Party,2024-11,"Zara Smart Watch made of Leather, suitable for party wear."
Tommy Hilfiger Casual Shirt,Shirts,Casual Shirt,Tommy Hilfiger,Grey,S,Cotton,4963,47,4.0,64,Formal,2024-10,"Tommy Hilfiger Casual Shirt made of Cotton, suitable for formal wear."
Adidas Running Shoes,Footwear,Running Shoes,Adidas,Grey,Free,Denim,9896,17,4.1,118,Casual,2024-07,"Adidas Running Shoes made of Denim, suitable for casual wear."
Puma Denim Shirt,Shirts,Denim Shirt,Puma,Black,S,Canvas,1464,25,4.1,38,Formal,2024-10,"Puma Denim Shirt made of Canvas, suitable for formal wear."
Levis Running Shoes,Footwear,Running Shoes,Levis,Red,Free,Polyester,7436,17,4.6,8,Party,2024-05,"Levis Running Shoes made of Polyester, suitable for party wear."
Puma Denim Shirt,Shirts,Denim Shirt,Puma,White,M,Cotton,7759,35,4.8,141,Travel,2024-10,"Puma Denim Shirt made of Cotton, suitable for travel wear."
Nike Casual Shirt,Shirts,Casual Shirt,Nike,Red,XL,Cotton,3637,43,3.7,44,Party,2024-03,"Nike Casual Shirt made of Cotton, suitable for party wear."
Adidas Digital Watch,Watches,Digital Watch,Adidas,White,Free,Denim,5952,14,3.1,21,Sports,2024-10,"Adidas Digital Watch made of Denim, suitable for sports wear."
Zara Linen Shirt,Shirts,Linen Shirt,Zara,White,M,Canvas,6931,10,4.7,133,Formal,2024-08,"Zara Linen Shirt made of Canvas, suitable for formal wear."
Tommy Hilfiger Running Shoes,Footwear,Running Shoes,Tommy Hilfiger,Grey,Free,Leather,7991,41,3.6,103,Formal,2024-10,"Tommy Hilfiger Running Shoes made of Leather, suitable for formal wear."
Zara Digital Watch,Watches,Digital Watch,Zara,Black,Free,Cotton,9163,39,3.3,157,Travel,2024-07,"Zara Digital Watch made of Cotton, suitable for travel wear."
Fossil Linen Shirt,Shirts,Linen Shirt,Fossil,White,M,Canvas,595,32,3.3,74,Sports,2024-05,"Fossil Linen Shirt made of Canvas, suitable for sports wear."
Fossil Joggers,Pants,Joggers,Fossil,White,M,Denim,3190,48,4.8,199,Travel,2024-09,"Fossil Joggers made of Denim, suitable for travel wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Red,Free,Polyester,5610,9,3.2,198,Party,2024-06,"Puma Analog Watch made of Polyester, suitable for party wear."
Adidas Chinos,Pants,Chinos,Adidas,Grey,S,Leather,7291,22,3.2,7,Casual,2024-12,"Adidas Chinos made of Leather, suitable for casual wear."
Puma Running Shoes,Footwear,Running Shoes,Puma,Grey,Free,Cotton,7686,25,3.6,9,Sports,2024-05,"Puma Running Shoes made of Cotton, suitable for sports wear."
Zara Running Shoes,Footwear,Running Shoes,Zara,Red,Free,Cotton,2521,38,3.9,168,Casual,2024-08,"Zara Running Shoes made of Cotton, suitable for casual wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,Blue,Free,Canvas,9367,40,3.8,127,Casual,2024-07,"Nike Formal Shoes made of Canvas, suitable for casual wear."
Adidas Chinos,Pants,Chinos,Adidas,Red,S,Canvas,2070,43,3.7,45,Party,2024-04,"Adidas Chinos made of Canvas, suitable for party wear."
Adidas Trousers,Pants,Trousers,Adidas,Blue,S,Cotton,5049,21,4.2,50,Travel,2024-03,"Adidas Trousers made of Cotton, suitable for travel wear."
Puma Trousers,Pants,Trousers,Puma,Green,M,Denim,1729,40,3.9,18,Formal,2024-08,"Puma Trousers made of Denim, suitable for formal wear."
Zara Chinos,Pants,Chinos,Zara,White,S,Canvas,9394,35,3.4,110,Party,2024-11,"Zara Chinos made of Canvas, suitable for party wear."
Adidas Backpack,Bags,Backpack,Adidas,Green,Free,Canvas,9516,26,4.4,124,Party,2024-12,"Adidas Backpack made of Canvas, suitable for party wear."
Tommy Hilfiger Jeans,Pants,Jeans,Tommy Hilfiger,Green,M,Cotton,5771,28,3.6,70,Sports,2024-02,"Tommy Hilfiger Jeans made of Cotton, suitable for sports wear."
Levis Sandals,Footwear,Sandals,Levis,Green,Free,Polyester,6687,5,3.0,175,Sports,2024-05,"Levis Sandals made of Polyester, suitable for sports wear."
Adidas Joggers,Pants,Joggers,Adidas,Blue,XL,Leather,8185,6,4.4,30,Casual,2024-03,"Adidas Joggers made of Leather, suitable for casual wear."
Puma Laptop Bag,Bags,Laptop Bag,Puma,Green,Free,Cotton,7988,45,4.8,46,Travel,2024-08,"Puma Laptop Bag made of Cotton, suitable for travel wear."
Nike Digital Watch,Watches,Digital Watch,Nike,Blue,Free,Canvas,8750,45,3.3,200,Formal,2024-06,"Nike Digital Watch made of Canvas, suitable for formal wear."
Zara Chinos,Pants,Chinos,Zara,Brown,XL,Denim,2821,7,3.4,152,Travel,2024-07,"Zara Chinos made of Denim, suitable for travel wear."
Puma Linen Shirt,Shirts,Linen Shirt,Puma,White,M,Polyester,4314,7,3.7,194,Formal,2024-04,"Puma Linen Shirt made of Polyester, suitable for formal wear."
Levis Laptop Bag,Bags,Laptop Bag,Levis,Brown,Free,Canvas,5890,29,4.9,45,Party,2024-07,"Levis Laptop Bag made of Canvas, suitable for party wear."
Fossil Joggers,Pants,Joggers,Fossil,Grey,L,Denim,7790,7,4.8,52,Party,2024-04,"Fossil Joggers made of Denim, suitable for party wear."
